ID,Sentence DE,MOS,Sentence EN
551,"Solche Gebiete sind zunächst Gebieten vorzuziehen, in denen ein dichtes Gestein für die Konvektion erst erschlossen werden muss.",4.5,Such areas are initially preferable to areas where dense rock must first be developed for convection.
553,"Im oberflächennahen Grundwasser und in den oberflächennahen Gesteinsschichten wächst mit geringer werdenden Tiefen der Anteil an der Erdwärme, der letztlich aus der Sonneneinstrahlung stammt.",4.5,"In the groundwater near the surface and in the rock strata near the surface, the proportion of the earth's heat that ultimately comes from solar radiation increases with decreasing depths."
555,"Die weltweite Stromerzeugung aus Geothermie wird durch die Nutzung von Hochenthalpie-Lagerstätten, die Wärme bei hoher Temperatur liefern, dominiert.",3.571428571,Global electricity generation from geothermal energy is dominated by the use of high enthalpy reservoirs that provide heat at high temperature.
556,"Dies sind geologische Wärmeanomalien, die oft mit aktivem Magmatismus einhergehen; dort sind mehrere hundert Grad heiße Fluide (Wasser/Dampf) in einer Tiefe von wenigen hundert Metern anzutreffen.",3.444444444,These are geological heat anomalies often associated with active magmatism; fluids (water/steam) several hundred degrees hot are encountered there at depths of a few hundred meters.
557,Ihr Vorkommen korreliert stark mit aktiven oder ehemals aktiven Vulkanregionen.,2.7,Their occurrence correlates strongly with active or formerly active volcanic regions.
558,"Es gibt aber auch Hochenthalpiefelder, die einen rein plutonitischen oder strukturgeologischen Hintergrund haben.",3.5,"However, there are also high enthalpy fields that have a purely plutonitic or structural geological background."
559,Abhängig von den Druck- und Temperaturbedingungen können Hochenthalpie-Lagerstätten mehr dampf- oder mehr wasserdominiert sein.,3.181818182,"Depending on pressure and temperature conditions, high enthalpy reservoirs can be more vapor or more water dominated."
560,"Früher wurde der Dampf nach der Nutzung in die Luft entlassen, was zu erheblichem Schwefelgeruch führen konnte (Italien, Larderello).",3.4,"In the past, the steam was released into the air after use, which could lead to considerable sulphur odour (Italy, Larderello)."
561,Heute werden die abgekühlten Fluide in die Lagerstätte reinjiziert (zurückgepumpt).,2.333333333,"Today, the cooled fluids are reinjected (pumped back) into the reservoir."
562,So werden negative Umwelteinwirkungen vermieden und gleichzeitig die Produktivität durch Aufrechterhalten eines höheren Druckniveaus in der Lagerstätte verbessert.,4.0,This avoids negative environmental impacts while improving productivity by maintaining a higher pressure level in the reservoir.
563,Das heiße Fluid kann zur Bereitstellung von Industriedampf und zur Speisung von Nah- und Fernwärmenetzen genutzt werden.,3.2,The hot fluid can be used to provide industrial steam and to feed local and district heating networks.
564,Besonders interessant ist die Erzeugung von Strom aus dem heißen Dampf.,2.2,The generation of electricity from the hot steam is particularly interesting.
565,"Hierfür wird das im Untergrund erhitzte Wasser genutzt, um eine Dampfturbine anzutreiben Der geschlossene Kreislauf im Zirkulationssystem steht so unter Druck, dass ein Sieden des eingepressten Wassers verhindert wird und der Dampf erst an der Turbine entsteht (Flash-Verdampfung).",4.9,"For this, the water heated in the underground is used to drive a steam turbine The closed circuit in the circulation system is under pressure in such a way that boiling of the injected water is prevented and the steam is only produced at the turbine (flash evaporation)."
566,In nichtvulkanischen Gebieten können die Temperaturen im Untergrund sehr unterschiedlich sein.,1.222222222,"In non-volcanic areas, subsurface temperatures can vary widely."
567,In der Regel sind jedoch tiefe Bohrungen notwendig; für die Stromerzeugung sind Temperaturen über 80 °C erforderlich.,3.4,"However, deep boreholes are usually necessary; temperatures above 80 °C are required for power generation."
569,"Generell werden im Bereich der tiefen Geothermie drei Arten der Wärmeentnahme aus dem Untergrund unterschieden; welches der in Frage kommenden Verfahren zum Einsatz kommt, ist von den jeweiligen geologischen Voraussetzungen, von der benötigten Energiemenge sowie dem geforderten Temperaturniveau der Wärmenutzung abhängig.",4.9,"In general, three types of heat extraction from the subsurface are distinguished in the field of deep geothermal energy; which of the processes in question is used depends on the respective geological conditions, the required amount of energy and the required temperature level of the heat utilisation."
570,"Es wird öfter zur Wärmegewinnung genutzt, denn da kann bereits bei geringeren Vorlauftemperaturen die Wirtschaftlichkeit erreicht werden.",4.125,"It is used more often for heat generation, because there can already be achieved with lower flow temperatures the economic efficiency."
571,Derzeit (2010) werden in Deutschland fast ausschließlich hydrothermale Systeme geplant.,2.2,"At present (2010), almost exclusively hydrothermal systems are used in Germany.planned."
572,"HDR-Verfahren befinden sich in den Pilotprojekten in Bad Urach (D), in Soultz-sous-Forêts im Elsass (F) und in Basel (CH) in der Erprobung.",3.4,"HDR processes are currently being tested in the pilot projects in Bad Urach (D), in Soultz- sous-Forêts in Alsace (F) and in Basel (CH)."
573,In Südost-Australien Cooperbecken ist seit 2001 ein kommerzielles Projekt im Gange (Firma Geodynamics Limited).,1.777777778,A commercial project has been underway in Southeast Australia's Cooper Basin since 2001 (Geodynamics Limited).
574,Der Glacier-Nationalpark ist ein Nationalpark der Vereinigten Staaten im Hochgebirge der Rocky Mountains.,2.1,Glacier National Park is a United States national park in the high Rocky Mountains.
575,"Er liegt im Norden des US-Bundesstaats Montana an der Grenze zu Kanada und weist geologische, geographische und klimatische Besonderheiten auf.",2.571428571,"It is located in the north of the US state of Montana on the border with Canada and has geological, geographical and climatic characteristics."
576,Seine verschiedenen Ökosysteme sind nahezu ungestört.,2.230769231,Its various ecosystems are virtually undisturbed.
577,"Er wurde am 11 Mai 1910 unter Schutz gestellt, wird vom National Park Service verwaltet und dient wegen seiner langen Forschungsgeschichte als Referenzgebiet für die Erforschung der Klimageschichte und der globalen Erwärmung.",3.9,"It was placed under protection on 11 May 1910, is managed by the National Park Service, and because of its long history of research, serves as a reference area for the study of climate history and global warming."
578,Jenseits der Grenze liegt auf kanadischem Boden der Waterton-Lakes-Nationalpark.,1.875,Across the border on Canadian soil lies Waterton Lakes National Park.
579,Beide Parks zusammen wurden 1932 als weltweit erstes grenzüberschreitendes Naturschutzgebiet unter dem Namen Waterton-Glacier International Peace Park zu einem „Internationalen Friedenspark“ ernannt und 1995 durch die UNESCO zum Weltnaturerbe erklärt.,3.857142857,"The two parks together were established in 1932 as the world's first transboundary nature reserve under the name Waterton-Glacier International Peace Park. ""International Peace Park"" and declared a World Heritage Site by UNESCO in 1995."
580,Der Glacier-Nationalpark ist seit 1976 ein Biosphärenreservat.,2.666666667,Glacier National Park has been a biosphere reserve since 1976.
581,"Park und Region werden als Crown of the Continent (Krone des Kontinents) bezeichnet, das Crown of the Continent Ecosystem umfasst das Großökosystem der zentralen Rocky Mountains beidseits der Grenze weit über die Nationalparks hinaus.",3.285714286,"Park and region are referred to as the Crown of the Continent, the Crown of the Continent Ecosystem encompasses the large-scale ecosystem of the central Rocky Mountains on both sides of the border well beyond the national parks."
582,Der Glacier-Nationalpark bezieht seinen Namen von der durch Vergletscherung während des Eiszeitalters geprägten Landschaft.,3.9,Glacier National Park takes its name from the landscape formed by glaciation during the Ice Age.
583,Die heute im Park liegenden Gletscher haben nur einen Bruchteil der ehemaligen Fläche und gehen infolge der auf den Klimawandel zurückzuführenden weltweiten Gletscherschmelze seit etwa 1850 massiv zurück.,4.0,The glaciers in the park today have only a fraction of their former area and have been in massive retreat since about 1850 as a result of global glacier melt due to climate change.
584,"In der kanadischen Provinz British Columbia gibt es einen weiteren Nationalpark mit dem Namen Glacier, in Alaska liegt der Glacier-Bay-Nationalpark.",2.285714286,"In the Canadian province of British Columbia there is another national park called Glacier, in Alaska there is Glacier Bay National Park."
586,Auf dem Hauptkamm verläuft die Kontinentale Wasserscheide und im Glacier-Nationalpark liegt der Triple Divide Peak mit einer Höhe von 2433 m.,3.2,On the main ridge runs the Continental Divide and in the Glacier National Park is the Triple Divide Peak with a height of 2433m.
587,"Der Berg ist der Wasserscheidepunkt an dessen Flanken sich die Einzugsgebiete des Pazifischen Ozeans, des Atlantischen Ozeans über den Golf von Mexiko und des Arktischen Ozeans über die Hudson Bay berühren.",3.0,"The mountain is the watershed on whose flanks the watersheds of the Pacific Ocean, the Atlantic Ocean via the Gulf of Mexico, and the Arctic Ocean via Hudson Bay meet."
588,Auf diese Funktion als Scheitelpunkt Nordamerikas geht die Bezeichnung als Krone des Kontinents für den Park und die Region zurück.,3.5,It is from this function as the apex of North America that the designation as the Crown of the Continent for the park and region originates.
589,Die Westgrenze des Parks bilden North Fork und Middle Fork des Flathead Rivers; die Südgrenze verläuft an dessen Zufluss Bear Creek.,2.125,"The park's western boundary is formed by the North Fork and Middle Fork of the Flathead River; the southern boundary runs along its tributary, Bear Creek."
590,"Im Osten grenzt der Park an das Indianerreservat der Blackfoot-Indianer mit dem markanten Chief Mountain auf der Grenze, im Norden an Kanada.",3.2,"To the east, the park borders the Blackfoot Indian Reservation with the prominent Chief Mountain on the border, and to the north, Canada."
591,"Der höchste Punkt des Parks ist der Mount Cleveland mit 3190 m im Norden, der tiefste Punkt liegt mit 960 m am Zusammenfluss von North Fork und Middle Fork des Flathead nahe dem Westeingang des Parks mit dem Hauptquartier der Verwaltung.",3.0,"The highest point in the park is Mount Cleveland at 3190 m to the north, and the lowest point is 960 m at the confluence of the North Fork and Middle Fork of the Flathead near the west entrance to the park with the administrative headquarters."
592,Im Süden verlaufen die Bahnlinie der Great Northern Railway und der US Highway US 2 auf oder nahe der Parkgrenze.,2.6,"To the south, the Great Northern Railway rail line and US Highway US 2 run on or near the park boundary."
593,"Außerhalb des Parks schließen sich im Westen der Flathead National Forest und im Südosten der Lewis and Clarck National Forest an, zwei Nationalforste unter der Verwaltung des US Forest Service.",4.4,"Outside the park, the Flathead National Forest adjoins to the west and the Lewis and Clarck National Forest to the southeast, two national forests under the administration of the U.S. Forest Service."
594,"In die beiden Nationalforste ist die nur durch die Bahn und die Straße vom Park getrennte Great Bear Wilderness eingelagert, ein Wilderness Area und damit die strengste Klasse von Naturschutzgebieten der Vereinigten Staaten.",3.0,"Interspersed with the two National Forests is the Great Bear Wilderness, separated from the park only by railroad and road, a Wilderness Area and thus the most stringent class of conservation area in the United States."
595,Auf kanadischer Seite grenzt neben dem Waterton-Lakes-Nationalpark in der Provinz Alberta auch der Akamina-Kishinena Provincial Park der Provinz British Columbia an den Glacier-Nationalpark.,2.6,"On the Canadian side, in addition to Waterton Lakes National Park in the province of Alberta, Akamina-Kishinena Provincial Park in the province of British Columbia also borders Glacier National Park."
596,"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",5.555555556,"The appearance of the national park is characterised by the trough valleys, which run across the main ridge and were carved out by ice-age glaciers, with over 750 lakes, of which only 131 have an official name."
597,"In den Tieflagen liegen Zungenbeckenseen, im höheren Gelände handelt es sich um Karseen.",3.5,"In the lowlands are tongue basin lakes, in the higher terrain are cirque lakes."
598,"Die größeren Seen des Parks sind der Lake McDonald, der Two Medicine Lake, St Mary Lake, der Lake Sherburne und der Südteil des grenzüberschreitenden Upper Waterton Lake.",2.2,"The larger lakes in the park are Lake McDonald, Two Medicine Lake, St Mary Lake, Lake Sherburne and the southern part of the transboundary Upper Waterton Lake."
600,"Der Westen unterliegt dem maritimen Einfluss des Pazifischen Ozeans mit gemäßigten Temperaturen und hohen Niederschlägen, während die Ostseite dem kontinentalen Klima zugehörig ist, das durch extreme jahreszeitliche Temperaturunterschiede und die für Nordamerika typischen Blizzards aus nördlichen Richtungen geprägt ist.",3.875,"The west side is subject to the maritime influence of the Pacific Ocean with moderate temperatures and high rainfall, while the east side is subject to the continental climate.which is characterized by extreme seasonal temperature differences and the typical North American blizzards from northerly directions."
601,"Im Osten des Parks wurden 1937 am Two Medicine Lake +47 °C gemessen, südlich des Parks am Rogers Pass 1954 ?57 °C, die niedrigste Temperatur der Vereinigten Staaten außerhalb Alaskas.",2.888888889,"To the east of the park, +47°C was recorded at Two Medicine Lake in 1937, and south of the park at Rogers Pass in 1954 ?57°C, the lowest temperature in the United States outside Alaska."
602,Mit dieser Temperaturspanne ist Montana der Bundesstaat mit dem größten gemessenen Temperaturunterschied.,2.076923077,This temperature range makes Montana the state with the largest measured temperature difference.
603,"In Browning östlich außerhalb des Parks fiel am 23 Januar 1916 die Temperatur innerhalb von 24 Stunden von 7 °C auf ?49 °C, der größte Temperaturunterschied innerhalb eines Tages in den Vereinigten Staaten.",2.333333333,"At Browning, just east of the park, the temperature dropped from 7°C to ?49°C in 24 hours on January 23, 1916, the largest single-day temperature difference in the United States."
604,Der Glacier-Nationalpark ist geologisch herausgehoben durch die Lewis-Überschiebung.,2.8,Glacier National Park is geologically prominent due to the Lewis Thrust.
605,"Durch diese Überschiebung liegt sehr altes Gestein aus dem Proterozoikum, das vor bis zu 1,5 Milliarden Jahren entstanden ist, über jüngeren Schichten aus Quartär und Kreide und den letzten 100 Millionen Jahren.",4.3,"Through this overthrust, very old Proterozoic rocks, formed up to 1.5 billion years ago, overlie younger Quaternary and Cretaceous strata and the last 100 million years."
606,Im Zuge der Laramischen Gebirgsbildung bauten plattentektonische Vorgänge vor der nordamerikanischen Westküste Druck auf.,4.444444444,"In the course of Laramian mountain building, plate tectonic processes built up pressure off the west coast of North America."
607,Dieser wurde nach Osten in die Nordamerikanische Platte weitergegeben und eine Tektonische Decke von rund 450 Kilometern Länge in Nord-Süd-Richtung und einer Mächtigkeit von mindestens 5000 Metern wurde im Zeitraum von vor 80 bis 40 Millionen Jahren um circa 80 Kilometer in einem flachen Winkel nach Osten über das dort anstehende Gestein geschoben.,4.125,"This was passed eastward into the North American Plate and a tectonic blanket about 450 kilometers long in a north-south direction and at least 5,000 meters thick was pushed eastward at a shallow angle over the rocks there by about 80 kilometers between 80 and 40 million years ago."
608,"Spannungen innerhalb der Decke führten zu einer Synklinale, einer konkav – also nach innen – gewölbten Struktur, durch die Gesteinsschichten im Osten und Westen des Parks höher liegen als im Zentrum.",3.875,"Stresses within the slab resulted in a syncline, a concave - i.e. inward - curved structure, through which rock layers in the east and west of the park are higher than in the center."
609,"Sie bilden die beiden Nord-Süd-Bergketten des Parks, die Lewis range im Osten und die Livingstone range im Nordwesten.",3.2,"They form the two north-south mountain ranges of the park, the Lewis range to the east and the Livingstone range to the northwest."
610,Durch diese spezielle Entstehung hebt sich die Lewis range im Osten ohne Vorgebirge aus der Ebene der Great Plains.,4.307692308,"By this special formation, the Lewis range stands out from the Great Plains on the east without foothills."
611,Durch Erosion der oberen Schichten der Lewis-Überschiebung und die Talbildung während der Vergletscherung wurde das Gestein aus dem Proterozoikum freigelegt und sein Geologisches Profil angeschliffen.,4.444444444,Erosion of the upper strata of the Lewis Thrust and valley formation during glaciation exposed Proterozoic rocks and abraded their geologic profile.
612,"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",5.888888889,"Over 2100 meters of elevation in eight stratigraphic layers are exposed in the park, making it the best research area in the world for the physical and chemical composition of Proterozoic rocks and thus environmental conditions on Earth from between 1.5 billion and 900 million years ago."
613,Der Ursprung der älteren Gesteine des Parks sind klastische Sedimentgesteine.,3.285714286,The origin of the older rocks in the park are clastic sedimentary rocks.
614,"Aus den Ablagerungen von Sanden, Tonen und den Kalkgehäusen von Zooplankton in einem Urmeer entstanden zunächst Gesteine wie Sandstein, Schiefer und Kalkstein.",4.5,"From the deposits of sands, clays, and the calcareous shells of zooplankton in a primordial sea, rocks such as sandstone, shale, and limestone were first formed."
615,"Teile davon wurden über geologische Zeiträume durch Druck späterer Schichten zu Metamorphen Gesteinen wie Quarzit, Tonschiefer sowie kristallinem Kalkstein (Marmor) und Dolomit umgewandelt.",5.0,"Parts of it were transformed over geological time by pressure of later layers to metamorphic rocks like quartzite, clay schist as well as crystalline limestone (marble) and dolomite."
616,"Gegenüber Aufschlüssen proterozoischen Gesteins in anderen Teilen der Erde ist die geringe Störung hervorzuheben: Im Glacier-Waterton-Gebiet haben sich Details der Sedimentation wie millimetergenaue Schichtung, Rippelmarken, Abdrücke von Salzablagerungen, Oolithe, Ton-Brekzien und andere Formen erhalten.",5.1,"Compared to outcrops of Proterozoic rocks in other parts of the world, the low disturbance is noteworthy: In the Glacier-Waterton area, details of sedimentation such as millimeter-scale layering, ripple marks, imprints of salt deposits, oolites, clay breccias, and other forms have been preserved."
617,Die jüngeren Gesteine aus Quartär und Kreide sind nur im Osten des Parks aufgeschlossen und bestehen aus Sand- und Schluffstein.,4.222222222,The younger Quaternary and Cretaceous rocks are exposed only in the east of the park and consist of sandstone and siltstone.
618,"Dazwischen fehlen Gesteine aus rund 800 Millionen Jahren, sie wurden bereits vor, während und nach der Gebirgsbildung durch Erosion abgetragen.",4.0,"In between, rocks from about 800 million years ago are missing, they were already removed by erosion before, during and after the formation of the mountains."
619,Die verschiedenen Gesteinsschichten enthalten Fossilien.,2.428571429,The various rock layers contain fossils.
621,"Stromatolithe aus versteinerten Biofilmen von Cyanobakterien sind in allen präkambrischen Gesteinen des Parks erhalten und besonders häufig in der Siyeh-Formation aus Dolomit und Kalkstein, aus der die Mehrzahl der höheren Gipfel im Park bestehen.",6.0,"Stromatolites of fossilized biofilms of cyanobacteria are preserved in all Precambrian rocks in the park and are especially abundant in the Siyeh Formation of dolomite and limestone, which make up the majority of the higher peaks in the park."
622,In den jüngeren präkambrischen Schichten treten auch Versteinerungen von erstem Seetang sowie vier Arten wirbelloser Tiere auf.,4.0,Fossils of first kelp and four species of invertebrates also occur in the younger Precambrian strata.
623,In den quartären Gesteinen werden fossile Muscheln und Schnecken gefunden.,3.1,Fossil shells and gastropods are found in Quaternary rocks.
624,"In der Appekunny Formation im Osten des Parks, die auf ein Alter von 1,5–1,3 Milliarden Jahre datiert wird, wurden 1982 Abdrücke gefunden, die von den Entdeckern als Metazoa interpretiert und nach neuen Untersuchungen 2002 als Horodyskia moniliformis beschrieben wurden.",3.8,"In the Appekunny Formation in the east of the park, dated to be 1.5-1.3 billion years old, imprints were found in 1982 that were interpreted as Metazoa by the discoverers and described as Horodyskia moniliformis after new research in 2002."
625,Sie gehören zu den frühesten Spuren vielzelliger Tiere weltweit.,3.0,They are among the earliest traces of multicellular animals in the world.
626,"Beim Recycling, Rezyklierung bzw Müllverwertung werden Abfallprodukte wiederverwertet bzw deren Ausgangsmaterialien werden zu Sekundärrohstoffen.",3.8,"In recycling, recycling or waste recovery, waste products are reused or their starting materials become secondary raw materials."
627,"Der Begriff „Recycling“ ist ein Lehnwort aus dem Englischen (recycling – ausgesprochen [???sa?kl??] – für „Wiederverwertung“ oder „Wiederaufbereitung“); etymologisch leitet es sich vom griechischen kýklos (Kreis) sowie dem lateinischen Präfix re- (zurück, wieder) ab.",3.4,"The term ""recycling"" is a loanword from English (recycling - pronounced [???sa?kl??] - for ""reuse"" or ""reprocessing""); etymologically it derives from the Greek kýklos (circle) as well as the Latin prefix re- (back, again)."
628,"„Recycling“ ist definiert als „jedes Verwertungsverfahren, durch das Abfälle zu Erzeugnissen, Materialien oder Stoffen entweder für den ursprünglichen Zweck oder für andere Zwecke aufbereitet werden.",3.666666667,"Recycling is defined as ""any recovery operation by which waste is reprocessed into products, materials or substances either for the original purpose or for other purposes."
629,"Es schließt die Aufbereitung organischer Materialien ein, aber nicht die energetische Verwertung und die Aufbereitung zu Materialien, die für die Verwendung als Brennstoff oder zur Verfüllung bestimmt sind“ (§ 3 Abs 25 deutsches Kreislaufwirtschaftsgesetz).",4.875,"It includes the reprocessing of organic materials, but not energy recovery and reprocessing into materials intended for use as fuel or for backfilling"" (§ 3 para 25 German Closed Substance Cycle Waste Management Act)."
630,"Gesetzlich wird erst von „Recycling“ gesprochen, wenn der Rohstoff zuvor als „Abfall“ einzustufen war; andernfalls handelt es sich um „Wiederverwendung“.",2.8,"By law, the term ""recycling"" is used only when the raw material was previously classified as ""waste""; otherwise, it is ""reuse""."
631,Der umgangssprachliche Gebrauch des Begriffs Recycling umfasst oft beide Bedeutungen.,2.111111111,Colloquial use of the term recycling often encompasses both meanings.
632,"Ein möglicher Nachteil von beispielsweise Kunststoff ist, dass – bei vertretbarem Aufwand – das Material nicht mehr die ursprüngliche Qualität oder dessen Verarbeitbarkeit erreicht wie bei der Primärherstellung vor dem Recyclingprozess.",2.714285714,"A possible disadvantage of, for example, plastic is that - at reasonable cost - the material no longer achieves the original quality or its processability as in primary production before the recycling process."
633,"Diese Abwertung wird auch als Downcycling bezeichnet, während beim Upcycling aus Abfallstoffen eines Prozesses hochwertigere Produkte hergestellt werden können .",3.4,"This devaluation is also known as downcycling, while upcycling allows higher quality products to be made from waste materials from a process ."
634,"Reststoffe, die während des Recyclingvorganges bestimmter organischer Materialien anfallen, werden Spuckstoffe genannt.",2.642857143,Residual materials generated during the recycling process of certain organic materials are called rejects.
635,"Die Neigung eines Polymers, bei der Wiederverarbeitung zu degradieren, hängt vom gewählten Aufbereitungsverfahren ab und vom jeweiligen Grundpolymertyp sowie dem Gehalt an Additiven, die den thermisch-oxidativen Abbau der Molekülketten bei der Verarbeitung stark herabsetzen können.",5.2,"The tendency of a polymer to degrade during reprocessing depends on the preparation method selected and on the respective base polymer type as well as the content of additives, which can greatly reduce the thermal-oxidative degradation of the molecular chains during processing."
636,In einigen Fällen erreicht der verwertete Kunststoff durchaus das Eigenschaftsniveau der Originalware.,3.466666667,"In some cases, the recycled plastic does reach the property level of the original product."
637,Es kommt hierbei auf die Qualität und Sortenreinheit der gesammelten Altteile und den Aufbereitungsprozess und die Nachadditivierung an.,4.222222222,It depends on the quality and purity of the collected used parts and the reprocessing and post-additive treatment.
638,Auch der Gesamtenergieverbrauch bei der Wiederaufbereitung wird vielfach überschätzt.,3.1,The total energy consumption for reprocessing is also often overestimated.
639,"Mit nicht mehr als rund 10 bis 15 MJ/kg Polymer (Thermoplast) ist bei Teilen, die eine Einzelmasse von mehr als 100 g besitzen, die komplette Aufbereitung durchführbar (in diesem Zusammenhang wird auf Originalliteratur aus den Jahren 1990 bis 1997 sowie auf die Quellen verwiesen).",4.428571429,"With no more than about 10 to 15 MJ/kg polymer (thermoplastic), complete reprocessing is feasible for parts that have an individual mass of more than 100 g (in this context, reference is made to original literature from 1990 to 1997 and to the sources)."
640,Bei der Wiederaufarbeitung von Kernbrennstoffen ist kein vollständiges Recycling möglich.,3.0,Complete recycling is not possible in the reprocessing of nuclear fuel.
641,Nach der Abtrennung und Entsorgung der Spaltprodukte können die restlichen Bestandteile des Kernbrennstoffs jedoch wieder zur Produktion neuer Brennelemente genutzt werden.,4.0,"After separation and disposal of the fission products, however, the remaining components of the nuclear fuel can be used again for the production of new fuel elements."
642,"Vor der Industrialisierung bestand der Müll hauptsächlich aus den Exkrementen von Menschen und Tieren, aus Lebensmittelabfällen, Ton- oder Glasscherben und wahrscheinlich auch Asche von den Feuerstellen.",2.4,"Before industrialization, garbage consisted mainly of the excrement of humans and animals, food waste, shards of clay or glass, and probably ashes from hearths."
643,"Die wohl älteste Form des Recyclings ist die traditionelle Düngemittelnutzung von pflanzlichen und tierischen Abfällen, insbesondere Ernte­resten, Mist und Gülle, in der Landwirtschaft, die wohl so alt ist wie diese selbst.",3.222222222,"Probably the oldest form of recycling is the traditional fertilizer use of plant and animal waste, especially crop residues, manure and slurry, in agriculture, which is probably as old as agriculture itself."
644,Diese vollständige Wiederverwertung ist Basis der Subsistenzwirtschaft.,3.454545455,This complete recycling is the basis of the subsistence economy.
645,Im antiken Rom wurden die Exkremente eingesammelt und den Bauern im Umland verkauft.,2.222222222,"In ancient Rome, excrement was collected and sold to farmers in the surrounding countryside."
646,Im Mittelalter verfiel diese Organisation größtenteils – Exkremente und Abfälle wurden teilweise einfach nur auf die Straße gekippt und allenfalls von Haustieren „verwertet“.,3.666666667,"In the Middle Ages, this organization largely fell into disrepair - excrement and waste were sometimes simply dumped on the street and at best ""utilized"" by domestic animals."
647,"Später waren es Schrott- und Lumpensammler, die sich um das Einsammeln, Sortieren und Weiterleiten von wiederverwertbarem Material kümmerten.",4.5,"Later, it was scrap and rag collectors who took care of collecting, sorting and forwarding recyclable material."
648,"Die „Wegwerf-Mentalität“ der Industriezeit existierte aufgrund des Mangels an Gütern wie leeren Flaschen, gebrauchten Holz- oder Metallgegenständen und Ähnlichem nicht.",3.0,"The ""throwaway mentality"" of the industrial era did not exist due to the lack of goods such as empty bottles, used wood or metal objects and the like."
649,"Es war selbstverständlich, diese Gegenstände weiter zu verwerten.",1.7,It was natural to further exploit these items.
650,"Aus Lebensmittelabfall wurde Haustierfutter, aus Knochen und Haaren wurden nützliche Dinge und aus Lumpen wurde Papier hergestellt.",2.181818182,"Food waste became pet food, bones and hair became useful things, and rags became paper."
651,Holz- und Papierabfälle verheizte man und Metallteile wurden sowieso eingeschmolzen oder umgeschmiedet.,2.416666667,Wood and paper waste was burned and metal parts were melted down or reforged anyway.
652,"Mit der Industrialisierung veränderte sich auch Menge und Zusammenstellung des Mülls, so dass in London erste Kehrichtöfen entstanden, später auch die ersten Deponien.",3.428571429,"With industrialization, the amount and composition of waste also changed, so that in London, the first waste incinerators were built, and later, the first landfills."
654,"Als die Menschen nach den Weltkriegen zu immer mehr Wohlstand gelangten und sich auch Luxusgüter leisten konnten, zu denen auch eine aufwändigere Verpackung gehörte (Flaschen, Alufolie, Frischhaltebeutel, Blechdosen, Kunststoffflaschen), standen die Industrieländer vor einem akuten Müllnotstand.",4.1,"As people became more affluent after the world wars and could afford luxury goods, which included more elaborate packaging(bottles, aluminium foil, cling film bags, tin cans, plastic bottles), the industrialised countries were faced with an acute waste emergency."
655,"Ein normaler Haushalt, der vor 150 Jahren mit etwa 150 Dingen auskam, verwendete nun mehr als 20000 Gegenstände, vom Zahnstocher bis zum Haarfestiger, vom Kleiderschrank bis zur Heftzwecke, und produzierte beispielsweise in der Bundesrepublik in den 1970er Jahren im Durchschnitt eine Hausmüllmenge von 4,7 kg pro Einwohner und Woche, das sind 244 kg pro Einwohner und Jahr.",3.2,"A normal household, which got along with about 150 things 150 years ago, used now more than 20000 objects, from the toothpick to the hair fixer, from the wardrobe to the tack, and produced for example in the Federal Republic in the 1970s on the average a household waste quantity of 4.7 kg per inhabitant and week, that is 244 kg per inhabitant and year."
656,"Dieser wurde großteils nicht mehr wiederverwendet, sondern weitgehend vollständig deponiert.",2.636363636,"Most of this was no longer reused, but was largely completely landfilled."
657,"Wiederverwendung war nur in Notzeiten, besonders während und nach Kriegen, ein Thema.",2.444444444,"Reuse was only an issue in times of need, especially during and after wars."
658,"Erst mit Aufkommen der grünen Bewegung in den 1970/80er-Jahren fand ein Umdenken statt, dass Müllentsorgung einer der Hauptfaktoren der Umweltverschmutzung darstellt.",3.8,It was not until the emergence of the green movement in the 1970s/80s that there was a change in thinking that waste disposal was one of the main factors in environmental pollution.
659,"Gleichzeitig entstand einerseits ein Bewusstsein um die Begrenztheit natürlicher Ressourcen insgesamt (etwa nach dem Ölschock der frühen 80er-Jahren), andererseits wurde das Deponieren etwa in urbanen Ballungsräumen (Megacyties) zunehmend undurchführbar.",5.75,"At the same time, on the one hand, there was an awareness of the finite nature of natural resources as a whole (for example, after the oil shock of the early 1980s), and on the other hand, landfilling became increasingly impracticable, for example, in urban agglomerations (megacyties)."
660,"Erste Anfänge zurück zu einer neuen Wiederverwertung war die anfangs freiwillige Mülltrennung, die zum Sinnbild einer ganzen Generation in der westlichen Welt wurde.",4.333333333,"The first beginnings back to a new recycling was the initially voluntary waste separation, which became the symbol of a whole generation in the western world."
